<HTML>
<HEAD><TITLE>OMNIWeb Results</TITLE></HEAD>
<BODY>
<center><font size=5 color=red>OMNIWeb Plus Browser Results </font></center><br>
<B>Listing for omni2 data from 20170101 to 20170201</B><hr><pre>Selected parameters:
 1 Bartels rotation number
 2 ID for IMF spacecraft
 3 ID for SW Plasma spacecraft
 4 # of points in IMF averages 
 5 # of points in Plasma averag.
 6 Scalar B, nT
 7 Vector B Magnitude,nT
 8 Lat. Angle of B (GSE)
 9 Long. Angle of B (GSE)
10 BX, nT (GSE, GSM)
11 BY, nT (GSE)
12 BZ, nT (GSE)
13 BY, nT (GSM)
14 BZ, nT (GSM)
15 RMS_magnitude, nT
16 RMS_field_vector, nT
17 RMS_BX_GSE, nT
18 RMS_BY_GSE, nT
19 RMS_BZ_GSE, nT
20 SW Plasma Temperature, K
21 SW Proton Density, N/cm^3
22 SW Plasma Speed, km/s
23 SW Plasma flow long. angle
24 SW Plasma flow lat. angle
25 Alpha/Prot. ratio
26 sigma-T,K
27 sigma-n, N/cm^3)
28 sigma-V, km/s
29 sigma-phi V, degrees
30 sigma-theta V, degrees
31 sigma-ratio
32 Flow pressure
33 E elecrtric field 
34 Plasma betta
35 Alfen mach number
36 Magnetosonic Much num.
37 Kp index
38 R (Sunspot No.)
39 Dst-index, nT
40 ap_index, nT
41 f10.7_index
42 AE-index, nT
43 AL-index, nT
44 AU-index, nT
45 pc-index
46 Lyman_alpha
47 Proton flux (>1 Mev)
48 Proton flux (>2 Mev)
49 Proton flux (>4 Mev)
50 Proton flux (>10 Mev)
51 Proton flux (>30 Mev)
52 Proton flux (>60 Mev)
53 Flux FLAG

YEAR DOY HR   1   2  3  4   5     6     7     8     9    10    11    12    13    14    15    16    17    18    19       20    21    22    23    24    25       26    27    28    29    30    31    32     33     34    35   36  37 38    39  40    41   42    43    44    45    46        47       48       49       50       51       52  53
2017  29 21 2503 51 51  60  37   3.2   2.6  -1.8  73.4   0.7   2.5  -0.1   2.3   1.0   0.4   1.8   1.3   1.0   0.8   63226.   5.4  434.  -2.8   1.1 0.038   10506.   0.4    5.   0.7   0.6 0.003  1.96  -0.43   4.20  15.8  7.3  3  34    -7   2  74.4   38   -24    14 999.9  3.74 999999.99 99999.99 99999.99     0.20     0.11     0.08 -1
2017  29 22 2503 51 51  60  36   3.8   3.7   3.8 143.2  -2.9   2.2   0.2   1.9   1.1   0.6   1.0   0.9   0.4   0.3   74109.   5.5  424.  -3.6   1.1 0.039   11048.   0.3    3.   0.8   0.8 0.003  1.91  -0.47   3.21  13.1  6.7  3  34    -5   2  74.4   32   -20    12 999.9  3.74 999999.99 99999.99 99999.99     0.19     0.11     0.08 -1
2017  29 23 2503 51 51  62  36   4.3   3.7  -1.4 148.4  -3.2   1.9  -0.1   1.8   0.7   0.2   2.2   1.6   1.1   1.0   87662.   6.0  422.  -4.0   1.3 0.044   14410.   0.5    7.   1.3   1.0 0.002  2.10  -0.30   2.92  12.0  6.4  3  34    -4   2  74.4   26   -11    15 999.9  3.74 999999.99 99999.99 99999.99     0.19     0.11     0.09 -1
2017  30  0 2503 51 51  58  35   4.1   3.6   5.3 115.5  -1.5   3.2   0.3   2.8   1.6   0.3   1.9   1.7   0.6   0.5   61670.   6.2  425.  -4.3   1.4 0.039    8756.   0.5    5.   0.4   0.4 0.003  2.16  -0.68   2.92  12.9  6.9  3  35    -4   2  74.7   22   -11    11 999.9  3.71 999999.99 99999.99 99999.99     0.18     0.10     0.07 -1
2017  30  1 2503 51 51  58  34   4.5   4.3  -1.0 147.9  -3.6   2.3  -0.1   2.1   0.8   0.3   1.4   1.1   0.7   0.5   56445.   6.6  416.  -3.8   2.3 0.039    6048.   0.3    3.   0.5   0.5 0.003  2.20  -0.33   2.51  11.9  6.7  3  35    -5   2  74.7   23   -10    13 999.9  3.71 999999.99 99999.99 99999.99     0.17     0.09     0.07 -1
2017  30  2 2503 51 51  60  36   4.2   3.8   8.9 118.8  -1.8   3.3   0.6   2.8   1.8   0.3   1.8   1.6   0.5   0.8   54523.   7.5  412.  -3.4   3.1 0.041    8156.   0.5    3.   0.3   0.3 0.007  2.47  -0.74   3.23  13.4  6.9  3  35    -4   2  74.7   17    -9     9 999.9  3.71 999999.99 99999.99 99999.99     0.19     0.10     0.07 -1
2017  30  3 2503 51 51  59  36   3.7   3.6  -8.0 136.6  -2.6   2.5  -0.5   2.5   0.4   0.4   0.7   0.4   0.4   0.4   49875.   9.3  404.  -4.1   4.2 0.038    5397.   0.9    4.   0.5   0.3 0.006  2.92  -0.16   5.04  16.6  7.2 10  35    -1   4  74.7   21    -5    16 999.9  3.71 999999.99 99999.99 99999.99     0.24     0.12     0.08 -1
2017  30  4 2503 51 51  59  35   4.5   4.3 -16.4 166.0  -4.0   1.0  -1.2   1.3  -0.8   0.4   1.5   0.8   1.2   0.5   48455.  10.0  400.  -3.5   4.4 0.025    5759.   0.5    4.   0.5   0.5 0.007  2.94   0.32   3.63  14.1  6.9 10  35     2   4  74.7   25    -7    18 999.9  3.71 999999.99 99999.99 99999.99     0.20     0.11     0.08 -1
2017  30  5 2503 51 51  60  36   5.1   5.0 -19.8 226.2  -3.3  -3.4  -1.7  -2.9  -2.5   0.2   1.0   0.4   0.8   0.3   41335.   7.0  398.  -4.6   3.3 0.028    4614.   0.9    3.   0.8   0.5 0.004  2.06   0.99   1.90  10.3  6.4 10  35     3   4  74.7   24    -9    15 999.9  3.71 999999.99 99999.99 99999.99     0.20     0.11     0.08 -1
2017  30  6 2503 51 51  61  38   4.1   2.9  -3.7 177.5  -2.9   0.1  -0.2   0.1  -0.2   0.6   2.9   0.6   2.3   1.6   43890.  10.7  402.  -3.7   2.9 0.020    5345.   1.9    4.   0.9   0.6 0.002  3.12   0.08   4.56  16.0  7.2 10  35     4   4  74.7   49   -10    39 999.9  3.71 999999.99 99999.99 99999.99     0.18     0.10     0.07 -1
2017  30  7 2503 51 51  59  35   4.2   3.8 -22.1 210.4  -3.0  -1.8  -1.4  -1.5  -1.7   1.0   2.1   1.1   1.5   1.0   40029.  12.5  400.  -3.9   3.4 0.018    5513.   1.4    4.   0.7   0.6 0.005  3.58   0.68   4.96  16.8  7.3 10  35     4   4  74.7   77   -30    46 999.9  3.71 999999.99 99999.99 99999.99     0.19     0.10     0.07 -1
2017  30  8 2503 51 51  60  35   3.8   3.1  -1.5 207.9  -2.7  -1.4  -0.1  -1.4  -0.3   0.6   2.2   1.2   1.8   0.7   38212.  14.5  400.  -4.7   2.7 0.022    6904.   1.5    1.   0.3   0.4 0.004  4.22   0.12   6.96  20.0  7.6 10  35     1   4  74.7   69   -38    31 999.9  3.71 999999.99 99999.99 99999.99     0.19     0.11     0.08 -1
2017  30  9 2503 51 51  61  37   3.0   2.9   8.7  81.4   0.4   2.8   0.4   2.7   0.7   0.3   1.0   0.7   0.4   0.6   35373.  16.8  402.  -4.4   2.4 0.019    2507.   1.1    2.   0.3   0.2 0.004  4.88  -0.28  12.71  27.5  7.9 10  35     4   4  74.7  123  -106    18 999.9  3.71 999999.99 99999.99 99999.99     0.16     0.09     0.07 -1
2017  30 10 2503 51 51  59  36   3.2   2.5 -21.9 116.2  -1.0   2.0  -0.9   2.1  -0.7   0.4   2.1   1.1   1.4   1.1   36054.  20.2  403.  -4.4   2.9 0.021    3197.   1.1    1.   0.3   0.4 0.007  5.94   0.28  13.49  28.3  8.0 10  35    10   4  74.7   91   -70    21 999.9  3.71 999999.99 99999.99 99999.99     0.19     0.10     0.08 -1
2017  30 11 2503 51 51  60  36   2.3   1.1 -15.1 180.4  -1.0   0.0  -0.3   0.0  -0.3   0.5   2.0   1.6   0.8   1.0   31688.  22.7  400.  -4.7   3.8 0.024    2859.   1.0    2.   0.2   0.3 0.004  6.65   0.12  28.57  41.4  8.2 10  35    13   4  74.7  180  -141    39 999.9  3.71 999999.99 99999.99 99999.99     0.18     0.10     0.08 -1
2017  30 12 2503 51 51  63  39   6.0   4.7  15.5 345.4   4.4  -1.1   1.3  -1.2   1.2   1.6   3.9   2.3   2.4   2.1   41723.  16.7  411.  -3.2   3.6 0.015   16232.   4.6   11.   1.4   0.6 0.004  4.99  -0.49   3.28  14.0  7.1 23  35    13   9  74.7  122   -71    51 999.9  3.71 999999.99 99999.99 99999.99     0.18     0.10     0.07 -1
2017  30 13 2503 51 51  63  38   6.4   5.2 -13.6 292.4   1.9  -4.7  -1.2  -4.5  -1.8   1.1   3.7   3.4   1.2   0.9   70191.  10.3  418.  -1.1   4.6 0.031   19477.   1.0   15.   1.1   0.8 0.014  3.38   0.75   2.08  10.5  6.3 23  35     3   9  74.7  106   -48    58 999.9  3.71 999999.99 99999.99 99999.99     0.18     0.10     0.07 -1
2017  30 14 2503 51 51  65  40   7.3   6.5  -8.5 304.3   3.6  -5.3  -1.0  -5.1  -1.9   0.7   3.4   2.4   1.9   1.5   75078.   6.7  444.   0.6   3.4 0.032   10547.   1.3   14.   1.5   0.9 0.005  2.49   0.84   1.06   7.9  5.7 23  35     0   9  74.7  132  -112    20 999.9  3.71 999999.99 99999.99 99999.99     0.17     0.09     0.06 -1
2017  30 15 2503 51 51  60  36   8.9   8.8   2.0 320.6   6.8  -5.6   0.3  -5.5  -0.9   0.1   0.8   0.3   0.4   0.6   97027.   4.7  483.   4.3   1.8 0.027   18132.   0.9    4.   0.9   1.0 0.008  2.03   0.43   0.56   5.9  4.8 20  35    -2   7  74.7  287  -261    26 999.9  3.71 999999.99 99999.99 99999.99     0.17     0.09     0.07 -1
2017  30 16 2503 51 51  65  39   8.4   8.1   0.0 342.8   7.7  -2.4   0.0  -2.3  -0.6   0.3   2.3   0.6   2.0   1.2  122450.   4.2  505.   0.6   2.0 0.032   39702.   0.6   16.   2.0   1.3 0.006  2.02   0.30   0.62   6.2  5.0 20  35    -2   7  74.7  199  -182    16 999.9  3.71 999999.99 99999.99 99999.99     0.19     0.09     0.07 -1
2017  30 17 2503 51 51  59  33   8.1   8.1   3.1 346.7   7.8  -1.8   0.4  -1.8  -0.1   0.2   0.6   0.1   0.6   0.2   70551.   3.3  527.  -0.4   0.3 0.021   18524.   0.4    4.   0.9   1.1 0.003  1.66   0.05   0.42   5.9  5.1 20  35    -7   7  74.7   62   -49    13 999.9  3.71 999999.99 99999.99 99999.99     0.19     0.10     0.08 -1
2017  30 18 2503 51 51  60  35   7.8   7.8   2.9 342.7   7.4  -2.3   0.4  -2.3  -0.4   0.1   0.7   0.2   0.7   0.2   58542.   3.6  531.  -0.3  -0.3 0.022   12090.   0.4    2.   0.9   0.5 0.004  1.84   0.21   0.46   6.5  5.5 13  35    -7   5  74.7   63   -53    10 999.9  3.71 999999.99 99999.99 99999.99     0.20     0.10     0.07 -1
2017  30 19 2503 51 51  59  35   7.9   7.8   0.4 335.5   7.1  -3.3   0.1  -3.1  -1.1   0.3   0.6   0.3   0.4   0.4  101470.   4.3  538.  -1.0   0.8 0.024   12492.   0.3    8.   0.5   0.9 0.004  2.28   0.59   0.66   7.1  5.6 13  35    -5   5  74.7   80   -67    13 999.9  3.71 999999.99 99999.99 99999.99     0.16     0.08     0.06 -1
2017  30 20 2503 51 51  56  35   8.6   8.4  -5.6 333.0   7.5  -3.8  -0.8  -3.2  -2.3   0.6   1.8   0.4   0.6   1.6  102238.   4.1  497.  -1.2   0.6 0.027   40308.   1.0   12.   1.1   0.8 0.005  1.87   1.14   0.53   5.9  4.8 13  35    -7   5  74.7  111   -65    46 999.9  3.71 999999.99 99999.99 99999.99     0.18     0.11     0.08 -1
2017  30 21 2503 51 51  56  34   6.9   6.4   0.3 336.5   5.9  -2.5   0.0  -2.3  -1.1   0.9   2.6   0.4   1.3   2.2  153395.   7.1  459.  -3.6  -0.4 0.039   44915.   1.4   10.   1.3   0.8 0.010  2.89   0.50   1.75   8.9  5.6 27  35    -8  12  74.7  135   -84    51 999.9  3.71 999999.99 99999.99 99999.99     0.17     0.10     0.08 -1
2017  30 22 2503 51 51  58  34   5.9   4.9   3.0 321.5   3.8  -3.0   0.3  -2.8  -1.0   0.6   3.3   2.1   0.9   2.3  133512.   8.8  445.  -5.2  -0.7 0.034   19383.   0.8    4.   0.9   0.6 0.007  3.31   0.45   2.75  11.2  6.1 27  35    -8  12  74.7  137   -55    82 999.9  3.71 999999.99 99999.99 99999.99     0.19     0.10     0.07 -1
2017  30 23 2503 51 51  60  36   6.3   6.2   0.3 339.9   5.8  -2.1   0.0  -1.9  -0.9   0.9   1.5   1.0   0.5   1.0  136824.   9.7  432.  -6.3  -0.9 0.031   10962.   0.5    2.   0.6   1.1 0.002  3.40   0.39   2.70  10.7  5.9 27  35    -3  12  74.7  254  -134   120 999.9  3.71 999999.99 99999.99 99999.99     0.19     0.10     0.07 -1
2017  31  0 2503 51 51  59  36   6.9   6.7  -8.6 345.9   6.4  -1.6  -1.0  -1.0  -1.6   0.3   1.7   0.6   0.7   1.4  125790.   9.9  424.  -6.7  -1.3 0.034   15405.   0.5    3.   0.6   0.8 0.002  3.38   0.68   2.20   9.7  5.7 27  36     0  12  73.8  251  -184    67 999.9  3.71 999999.99 99999.99 99999.99     0.15     0.09     0.07 -1
2017  31  1 2503 51 51  63  37   7.5   4.7   2.6 340.5   4.4  -1.6   0.2  -1.5  -0.5   1.3   6.0   4.6   1.0   3.7  117722.   9.5  435.  -6.3  -0.1 0.031   23022.   1.6   11.   0.6   1.5 0.004  3.37   0.22   1.73   8.9  5.7 27  36    -1  12  73.8  252  -174    78 999.9  3.71 999999.99 99999.99 99999.99     0.19     0.10     0.07 -1
2017  31  2 2503 51 51  65  38  10.1   9.2 -11.2 322.4   7.1  -5.5  -1.8  -4.4  -3.8   1.6   4.4   3.5   1.4   2.1  134937.   7.6  478.  -4.3  -2.2 0.049   25166.   1.1   17.   1.8   1.2 0.009  3.47   1.82   0.82   6.5  5.0 27  36     0  12  73.8  213   -92   121 999.9  3.71 999999.99 99999.99 99999.99     0.18     0.09     0.07 -1
2017  31  3 2503 51 51  63  39  12.3  11.5  14.1 330.4   9.7  -5.5   2.8  -6.1   0.7   1.1   4.4   2.5   2.4   2.7  137241.   7.4  501.  -3.3  -3.9 0.053   46512.   1.1   15.   1.9   1.1 0.014  3.76  -0.35   0.54   5.5  4.6 30  36    -3  15  73.8  262  -107   155 999.9  3.71 999999.99 99999.99 99999.99     0.17     0.10     0.07 -1
2017  31  4 2503 51 51  59  36  14.2  14.2   5.6 320.0  10.8  -9.1   1.4  -9.1  -1.4   0.3   1.3   0.5   0.7   0.9  110416.   7.9  516.  -0.4  -4.0 0.047   31026.   1.0    6.   1.3   1.1 0.014  4.17   0.72   0.39   5.1  4.4 30  36    -2  15  73.8  240   -77   163 999.9  3.71 999999.99 99999.99 99999.99     0.18     0.10     0.07 -1
2017  31  5 2503 51 51  62  35  12.9  12.5   6.2 338.9  11.6  -4.5   1.3  -4.7   0.1   0.6   3.4   0.9   2.5   2.1  192875.  10.4  525.  -0.6  -3.2 0.098   55565.   0.9    8.   1.5   1.6 0.018  6.66  -0.05   0.84   6.6  5.0 30  36    -2  15  73.8  179   -69   110 999.9  3.71 999999.99 99999.99 99999.99     0.17     0.10     0.08 -1
2017  31  6 2503 51 51  61  34  12.6  12.3   3.0 349.3  12.1  -2.3   0.6  -2.4   0.1   0.6   2.7   0.8   2.3   1.2  171731.  10.4  526.  -0.8  -2.8 0.117   33043.   0.6    7.   2.1   1.2 0.018  7.05  -0.05   0.82   6.7  5.2 33  36    -3  18  73.8  158   -64    95 999.9  3.71 999999.99 99999.99 99999.99     0.17     0.10     0.07 -1
2017  31  7 2503 51 51  68  41  12.6  12.1  20.3 329.4   9.7  -5.8   4.2  -6.4   3.2   1.2   3.7   1.6   1.9   2.8  216229.  10.3  556.  -1.6  -1.8 0.072   95946.   1.7   29.   2.7   1.6 0.014  6.85  -1.78   0.93   7.1  5.3 33  36     3  18  73.8   87    -7    80 999.9  3.71 999999.99 99999.99 99999.99     0.15     0.09     0.07 -1
2017  31  8 2503 51 51  59  36   7.9   6.5 -41.4 308.4   3.0  -3.8  -4.3  -3.2  -4.8   0.8   4.2   2.7   2.6   2.0  503560.   8.3  635.   3.4  -3.0 0.063   47327.   0.5    6.   0.7   0.6 0.007  7.00   3.05   3.50  11.6  5.8 33  36     5  18  73.8  184   -67   117 999.9  3.71 999999.99 99999.99 99999.99     0.17     0.09     0.06 -1
2017  31  9 2503 51 51  60  36   8.9   7.7  46.7 356.1   5.2  -0.4   5.6  -1.0   5.5   0.4   4.3   1.5   3.1   2.6  533906.   8.0  641.   4.4  -1.5 0.084   71454.   0.5    8.   1.3   1.2 0.011  7.33  -3.53   2.78  10.2  5.5 33  36   -15  18  73.8  577  -374   203 999.9  3.71 999999.99 99999.99 99999.99     0.17     0.09     0.07 -1
2017  31 10 2503 51 51  59  36  10.3   9.7   8.4 337.5   8.9  -3.7   1.4  -3.8   1.0   0.6   3.2   0.9   2.0   2.3  485430.   9.0  621.   2.9  -3.7 0.075   90302.   0.7    8.   1.4   1.2 0.018  7.54  -0.62   2.17   9.0  5.3 33  36   -10  18  73.8  363  -232   131 999.9  3.71 999999.99 99999.99 99999.99     0.16     0.09     0.06 -1
2017  31 11 2503 51 51  58  34  12.4  11.0  25.0 347.0   9.7  -2.2   4.6  -2.7   4.3   1.5   5.7   2.1   5.0   1.7  354904.   8.7  609.   3.4  -1.5 0.056   71916.   1.6   11.   2.9   1.5 0.023  6.60  -2.62   1.14   7.2  5.1 33  36    -5  18  73.8  143   -53    90 999.9  3.71 999999.99 99999.99 99999.99     0.17     0.09     0.06 -1
2017  31 12 2503 51 51  63  37  16.8  16.5  22.2 328.7  13.0  -7.9   6.2  -8.6   5.2   0.5   3.0   1.5   2.0   1.6  248723.   5.4  608.   2.1  -1.4 0.055   57529.   0.5   12.   1.1   1.3 0.011  4.07  -3.16   0.30   4.2  3.7 33  36    -9  18  73.8  107   -55    51 999.9  3.71 999999.99 99999.99 99999.99     0.16     0.09     0.07 -1
2017  31 13 2503 51 51  64  38  14.8  12.8  12.0 327.4  10.6  -6.8   2.7  -7.1   1.7   0.7   7.0   3.3   4.0   4.7  364918.   6.7  649.   5.0  -2.4 0.048   85869.   0.7   29.   3.1   2.2 0.016  5.62  -1.10   0.63   5.7  4.6 33  36    -6  18  73.8   56   -20    35 999.9  3.71 999999.99 99999.99 99999.99     0.18     0.09     0.06 -1
2017  31 14 2503 51 51  59  33  12.6  10.2  -5.4 318.3   7.6  -6.8  -1.0  -6.5  -2.2   1.0   6.8   3.5   2.7   5.2  456592.   7.4  686.   6.3  -2.1 0.057  122189.   0.8   29.   2.3   2.8 0.011  7.14   1.51   1.13   7.4  5.3 33  36    -6  18  73.8  204  -160    44 999.9  3.71 999999.99 99999.99 99999.99     0.17     0.10     0.07 -1
2017  31 15 2503 51 51  61  34  12.8  11.3 -18.2 315.9   7.7  -7.5  -3.5  -6.6  -5.0   0.6   5.7   1.8   2.3   4.9  430722.   7.2  687.   5.9  -2.6 0.052   78528.   0.5   16.   1.2   2.4 0.012  6.86   3.44   1.02   7.2  5.2 43  36    -7  32  73.8  480  -361   119 999.9  3.71 999999.99 99999.99 99999.99     0.14     0.08     0.06 -1
2017  31 16 2503 51 51  63  39   8.4   5.2   1.6 326.0   4.3  -2.9   0.1  -2.8  -0.6   2.0   6.6   2.5   4.7   3.9  364641.   5.2  733.   4.9   0.5 0.049   79546.   1.1   33.   2.3   3.1 0.008  5.58   0.44   1.51   9.9  6.6 43  36   -24  32  73.8  593  -396   197 999.9  3.71 999999.99 99999.99 99999.99     0.17     0.09     0.07 -1
2017  31 17 2503 51 51  59  38   6.4   4.4  -7.2  11.3   4.3   0.9  -0.6   1.0  -0.3   0.3   4.5   2.2   1.6   3.5  267438.   4.1  747.   4.4   0.9 0.044   59498.   0.3   16.   1.3   2.2 0.006  4.49   0.22   1.65  11.8  7.6 43  36   -28  32  73.8  402  -141   261 999.9  3.71 999999.99 99999.99 99999.99     0.17     0.10     0.07 -1
2017  31 18 2503 51 51  60  36   6.3   4.2 -10.8 328.0   3.5  -2.2  -0.8  -1.8  -1.5   0.4   4.5   1.7   0.9   4.1  244737.   3.7  744.   2.2   0.7 0.039   60246.   0.4   17.   1.3   2.7 0.004  3.95   1.12   1.45  11.4  7.6 40  36   -30  27  73.8  428  -254   174 999.9  3.71 999999.99 99999.99 99999.99     0.18     0.09     0.06 -1
2017  31 19 2503 51 51  60  35   6.0   4.5 -20.5 348.0   4.1  -0.9  -1.6  -0.2  -1.8   0.4   3.8   1.2   2.0   2.9  258770.   3.8  745.   3.2  -0.1 0.053   43891.   0.4   13.   2.1   2.5 0.008  4.27   1.34   1.70  12.1  7.7 40  36   -20  27  73.8  377  -251   126 999.9  3.71 999999.99 99999.99 99999.99     0.16     0.09     0.06 -1
2017  31 20 2503 51 51  59  36   5.7   4.3 -19.0  27.6   3.6   1.9  -1.4   2.3  -0.5   0.5   3.4   1.2   2.2   2.3  304982.   3.8  749.   4.9   0.6 0.051   50085.   0.3   14.   1.5   1.7 0.007  4.29   0.37   2.11  12.8  7.6 40  36   -25  27  73.8  253  -170    83 999.9  3.71 999999.99 99999.99 99999.99     0.19     0.09     0.06 -1
2017  31 21 2503 51 51  61  38   6.1   5.0   3.9 315.2   3.5  -3.5   0.3  -3.3  -1.2   0.3   3.4   1.8   2.4   1.6  247988.   3.4  741.   1.2   2.3 0.046   53065.   0.3   12.   1.8   1.6 0.007  3.69   0.89   1.43  11.2  7.5 47  36   -22  39  73.8  819  -578   241 999.9  3.71 999999.99 99999.99 99999.99     0.17     0.09     0.07 -1
2017  31 22 2503 51 51  60  38   6.1   4.0   6.9 320.5   3.1  -2.5   0.5  -2.5  -0.7   0.4   4.4   1.9   3.4   2.0  348679.   3.7  729.   1.7   1.3 0.059   65760.   0.4   16.   3.0   1.6 0.009  4.06   0.51   1.97  11.5  7.0 47  36   -23  39  73.8  499  -363   136 999.9  3.71 999999.99 99999.99 99999.99     0.16     0.08     0.06 -1
2017  31 23 2503 51 51  60  36   5.8   5.2 -10.8 276.0   0.5  -5.1  -1.0  -4.1  -3.2   0.3   2.1   1.6   0.6   1.3  274652.   3.1  748.  -0.9   0.7 0.051   35705.   0.3   18.   1.0   1.3 0.008  3.49   2.39   1.54  11.4  7.4 47  36   -20  39  73.8  403  -252   151 999.9  3.71 999999.99 99999.99 99999.99     0.18     0.09     0.06 -1
2017  32  0 2503 51 51  57  31   5.7   4.9 -24.2 275.7   0.4  -4.5  -2.0  -3.2  -3.8   0.1   2.5   2.0   1.1   1.2  252285.   3.0  747.  -0.8   0.2 0.045   38326.   0.3   21.   1.0   1.2 0.004  3.30   2.84   1.46  11.3  7.5 43  47   -19  32  73.9  675  -488   188 999.9  3.68 999999.99 99999.99 99999.99     0.19     0.10     0.07 -1
2017  32  1 2503 51 51  60  35   5.4   3.8 -47.5 294.9   1.1  -2.3  -2.8  -0.9  -3.5   0.4   3.6   2.9   1.3   1.7  226330.   3.1  737.   1.0  -0.2 0.047   46046.   0.3   29.   1.1   1.4 0.007  3.34   2.58   1.57  12.0  7.8 43  47   -25  32  73.9  721  -448   273 999.9  3.68 999999.99 99999.99 99999.99     0.16     0.08     0.06 -1
2017  32  2 2503 51 51  58  35   5.9   5.4  -3.4 332.9   4.8  -2.4  -0.3  -2.1  -1.2   0.6   2.3   0.9   1.6   1.4  198304.   3.4  691.   0.8   1.7 0.041   41150.   0.2   13.   1.5   1.4 0.008  3.16   0.83   1.33  10.8  7.4 43  47   -24  32  73.9  517  -337   181 999.9  3.68 999999.99 99999.99 99999.99     0.16     0.09     0.06 -1
2017  32  3 2503 51 51  59  33   6.6   5.6 -12.7 336.3   5.0  -2.2  -1.2  -1.6  -1.9   0.5   3.5   1.8   2.7   1.3  184124.   3.2  674.   1.8   1.1 0.039   79094.   0.4   16.   2.8   1.3 0.008  2.81   1.28   0.95   9.1  6.8 33  47   -25  18  73.9  236   -98   137 999.9  3.68 999999.99 99999.99 99999.99     0.17     0.09     0.06 -1
2017  32  4 2503 51 51  59  36   6.7   5.7   1.0 337.1   5.2  -2.2   0.1  -2.1  -0.6   0.1   3.4   1.9   2.6   1.2  156925.   3.2  660.   1.2   2.0 0.041   63791.   0.4   14.   2.9   0.9 0.007  2.71   0.40   0.85   8.8  6.7 33  47   -21  18  73.9  196   -55   141 999.9  3.68 999999.99 99999.99 99999.99     0.18     0.10     0.08 -1
2017  32  5 2503 51 51  60  33   6.7   5.5  14.7 311.6   3.5  -4.0   1.4  -4.2   0.3   0.2   3.7   2.2   1.8   2.3  200933.   3.6  662.  -0.3   2.8 0.042   60050.   0.4   25.   2.0   2.2 0.006  3.08  -0.20   1.10   9.4  6.7 33  47   -24  18  73.9  228  -133    95 999.9  3.68 999999.99 99999.99 99999.99     0.18     0.09     0.06 -1
2017  32  6 2503 51 51  58  35   6.3   5.7  -1.7   0.9   5.7   0.1  -0.2   0.1  -0.2   0.2   2.6   0.6   1.9   1.7  158889.   3.5  639.   3.0   1.1 0.041   33445.   0.4    7.   1.9   1.8 0.005  2.78   0.13   1.05   9.5  6.9 33  47   -28  18  73.9  254  -147   107 999.9  3.68 999999.99 99999.99 99999.99     0.18     0.10     0.07 -1
2017  32  7 2503 51 51  65  39   6.2   5.0  14.0 301.0   2.5  -4.2   1.2  -4.3   0.4   0.2   3.3   1.5   1.5   2.5  212475.   3.5  664.  -1.2   1.0 0.043   39958.   0.3   15.   1.6   2.4 0.005  3.02  -0.27   1.29  10.0  6.9 33  47   -34  18  73.9  428  -322   106 999.9  3.68 999999.99 99999.99 99999.99     0.19     0.10     0.07 -1
2017  32  8 2503 51 51  59  36   5.7   4.1 -13.9 357.4   3.9  -0.2  -1.0  -0.1  -1.0   0.5   3.8   2.2   2.3   2.1  210939.   4.0  650.   1.8  -0.6 0.049   52191.   0.5   25.   2.1   2.1 0.007  3.38   0.65   1.74  11.4  7.2 33  47   -35  18  73.9  348  -224   124 999.9  3.68 999999.99 99999.99 99999.99     0.18     0.10     0.07 -1
2017  32  9 2503 51 51  59  35   4.6   2.9  -0.3 331.7   2.5  -1.4   0.0  -1.4  -0.2   0.5   3.5   1.5   2.2   2.2  262570.   3.6  676.   0.1  -1.0 0.046   39691.   0.4   12.   1.9   1.9 0.004  3.25   0.14   2.77  13.9  7.6 30  47   -45  15  73.9  446  -320   126 999.9  3.68 999999.99 99999.99 99999.99     0.16     0.09     0.06 -1
2017  32 10 2503 51 51  63  38   4.6   2.6  -6.6  76.6   0.6   2.5  -0.3   2.5   0.0   0.2   3.6   2.5   1.4   2.2  265515.   3.4  695.   3.0  -1.2 0.044   36593.   0.3   25.   1.3   1.7 0.005  3.23  -0.00   2.63  13.9  7.7 30  47   -41  15  73.9  266  -179    87 999.9  3.68 999999.99 99999.99 99999.99     0.17     0.09     0.07 -1
2017  32 11 2503 51 51  56  34   4.7   3.8 -19.6 343.0   3.4  -1.0  -1.3  -0.8  -1.4   0.2   2.6   1.6   1.8   1.1  231444.   3.5  667.  -0.1  -1.9 0.043   56714.   0.4   19.   1.9   1.3 0.005  3.05   0.93   2.37  13.3  7.6 30  47   -27  15  73.9  251  -157    94 999.9  3.68 999999.99 99999.99 99999.99     0.18     0.09     0.07 -1
2017  32 12 2503 51 51  59  35   5.8   5.2 -15.1 338.8   4.7  -1.8  -1.3  -1.6  -1.5   0.4   2.4   1.0   1.4   1.7  178375.   3.4  641.  -1.4  -2.4 0.036   51789.   0.4   13.   1.7   1.8 0.005  2.67   0.96   1.29  10.2  7.0 40  47   -16  27  73.9  671  -581    89 999.9  3.68 999999.99 99999.99 99999.99     0.17     0.10     0.07 -1
